customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total
5153-rthkf,0,f,0,0,0,34,1,1,fiber optic,0,0,0,0,1,0,month,0,electronic check,85.35,2896.6
5154-vekbl,1,f,0,0,0,9,0,0,dsl,1,0,1,1,1,1,month,0,mailed check,58.5,539.85
5155-azqpb,0,f,0,1,1,28,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,49.9,1410.25
5156-umkow,0,f,0,0,1,3,0,0,dsl,0,1,0,0,0,0,month,0,mailed check,29.65,90.05
5158-rivop,0,f,0,1,1,11,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.9,202.3
5159-yfpkq,1,f,0,0,0,2,1,0,fiber optic,0,0,1,0,0,0,month,1,electronic check,75.8,160.75
5160-uxjed,0,m,0,0,1,17,1,0,dsl,0,0,0,0,0,0,one year,0,mailed check,44.6,681.4
5161-ubzxi,0,m,0,1,1,69,1,0,fiber optic,1,1,0,1,1,1,two year,1,credit card (automatic),106.35,7261.75
5161-xeuvx,0,m,0,1,0,37,1,1,fiber optic,0,0,1,1,1,0,two year,0,mailed check,94.3,3460.95
5167-gbfre,1,m,1,0,0,4,0,0,dsl,0,0,0,0,0,0,month,1,bank transfer (automatic),25.2,102.5
5167-zffmm,1,m,0,0,0,1,1,1,fiber optic,0,1,0,0,0,1,month,1,credit card (automatic),90.85,90.85
5168-mqqca,0,f,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),108.5,8003.8
5168-mswxt,0,m,0,1,1,8,1,0,fiber optic,0,0,1,0,1,1,month,1,electronic check,94.75,759.55
5170-ptrka,0,f,0,1,1,49,0,0,dsl,1,0,0,1,0,0,one year,1,credit card (automatic),35.8,1782.0
5171-eplkn,0,m,0,0,0,27,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.85,470.0
5172-migpm,0,m,0,0,0,4,1,1,dsl,0,0,0,1,0,1,month,0,mailed check,65.55,237.2
5172-rkocb,0,m,0,1,0,72,1,1,fiber optic,1,1,0,1,1,1,two year,1,credit card (automatic),108.95,7875.0
5173-wxoqv,0,m,0,1,0,2,1,0,dsl,0,1,0,1,0,1,month,1,mailed check,64.2,143.65
5173-zxxxl,0,m,0,0,0,2,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.95,47.7
5174-itumv,0,m,0,1,1,67,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,105.4,6989.45
5174-rngbh,1,f,0,0,0,9,1,0,dsl,0,1,0,1,1,0,month,0,mailed check,66.25,620.55
5175-aobhi,1,f,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,46.0,193.6
5175-wlyxl,0,m,0,0,0,22,1,1,fiber optic,0,1,0,0,0,0,month,1,mailed check,78.85,1600.25
5176-ldkuh,0,f,0,0,0,48,1,0,fiber optic,0,1,0,0,0,0,one year,0,electronic check,75.15,3772.65
5176-lmjxe,0,f,0,0,0,47,1,0,no,0,0,0,0,0,0,two year,1,mailed check,20.55,945.7
5176-olskt,0,f,0,1,0,66,1,1,dsl,1,1,1,0,0,0,two year,0,bank transfer (automatic),66.9,4370.25
5177-rvznu,0,f,0,0,1,37,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),20.3,755.4
5178-lmxop,1,m,1,1,0,1,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,95.1,95.1
5180-uciiq,1,m,1,1,1,22,0,0,dsl,1,0,0,0,0,1,month,0,mailed check,40.05,880.2
5181-oabfk,0,f,0,1,1,56,1,0,dsl,1,1,1,0,0,0,two year,1,credit card (automatic),61.3,3346.8
5183-klyem,0,f,0,0,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),112.75,8192.6
5183-snmjq,0,m,0,0,0,10,1,0,fiber optic,0,0,0,1,1,1,month,1,credit card (automatic),95.1,865.1
5186-ejegl,0,m,0,0,0,9,1,0,dsl,1,0,1,1,1,0,month,1,mailed check,69.5,653.25
5186-peizu,0,f,0,0,0,35,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),19.25,617.65
5186-samnz,1,m,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,1,bank transfer (automatic),69.5,69.5
5188-hgmlp,0,m,1,1,0,54,1,1,fiber optic,0,0,0,0,0,0,month,0,bank transfer (automatic),74.0,3919.15
5192-ebgov,1,f,1,0,0,1,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,85.7,85.7
5193-qlvzb,0,m,0,0,0,63,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),104.75,6536.5
5195-kpunq,0,f,1,0,0,53,1,0,fiber optic,1,1,0,1,0,1,one year,1,mailed check,96.75,5206.55
5196-sgoak,1,f,0,0,0,1,1,0,fiber optic,0,1,0,0,0,0,month,1,electronic check,75.7,75.7
5196-wpyow,0,m,0,1,1,67,1,0,dsl,1,1,0,1,0,0,one year,0,mailed check,60.05,3994.05
5197-lqxxh,0,f,0,1,0,71,1,1,dsl,0,1,1,1,1,1,two year,1,credit card (automatic),83.3,5894.5
5197-pyepu,0,f,0,1,1,42,1,1,fiber optic,1,1,0,0,1,0,one year,1,credit card (automatic),94.45,3923.8
5197-ypybz,0,f,0,1,1,12,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),25.25,274.7
5198-efnbm,0,m,1,1,0,57,1,0,fiber optic,0,1,1,0,1,0,one year,1,electronic check,90.65,5199.8
5198-hqaen,0,m,0,1,1,35,1,0,fiber optic,0,1,0,1,1,0,one year,1,electronic check,89.7,3165.6
5199-fpusp,0,m,0,0,1,33,0,0,dsl,1,0,0,1,0,0,one year,0,credit card (automatic),34.05,1113.95
5201-cbwyg,0,m,0,1,1,62,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),24.8,1476.25
5201-frkks,0,m,0,0,0,25,1,0,fiber optic,1,0,0,0,0,0,month,0,bank transfer (automatic),74.3,1952.25
5201-ussqz,0,f,0,1,0,26,1,0,fiber optic,0,0,0,1,0,1,month,0,credit card (automatic),85.9,2196.45
5202-ivjnu,1,f,0,0,1,39,0,0,dsl,0,0,1,0,0,0,month,0,credit card (automatic),30.1,1131.3
5203-xehax,0,f,0,0,0,34,1,0,dsl,1,1,0,0,0,1,one year,0,electronic check,64.35,2053.05
5204-hmgyf,0,f,0,1,1,49,1,0,dsl,1,1,1,1,1,1,one year,1,mailed check,87.2,4345.0
5204-qzxpu,1,m,0,0,0,19,0,0,dsl,0,0,1,0,1,0,month,1,electronic check,39.65,733.35
5206-hpjkm,0,m,0,0,0,17,1,0,dsl,1,1,0,0,0,0,month,1,credit card (automatic),55.5,934.15
5206-xzzqi,0,m,0,0,0,53,1,0,fiber optic,0,1,0,1,0,0,month,1,mailed check,80.6,4348.1
5206-yqkmk,,f,0,0,0,25,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),24.75,692.1
5207-plstk,0,m,0,1,1,1,1,0,dsl,1,0,0,0,0,0,month,1,mailed check,48.75,48.75
5208-fvqkb,0,m,0,1,0,70,1,0,dsl,1,1,0,1,0,1,two year,0,mailed check,67.95,4664.15
5208-hfsbt,1,f,0,0,0,2,1,0,dsl,0,1,0,1,0,0,month,1,credit card (automatic),55.05,102.75
5213-twwju,0,m,0,0,0,28,1,0,fiber optic,0,0,1,1,0,1,month,0,electronic check,91.0,2626.15
5214-chiwj,0,m,0,0,0,27,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.3,595.05
5214-nltit,0,m,0,1,1,72,1,1,fiber optic,0,0,1,0,0,1,two year,1,credit card (automatic),90.8,6511.8
5215-lnldj,0,f,0,1,1,7,0,0,dsl,0,0,0,0,0,0,month,1,electronic check,24.7,149.05
5216-wasfj,0,f,1,1,0,31,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,84.85,2633.4
5219-yiptk,1,f,0,1,0,33,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,104.4,3409.6
5220-agaax,0,m,0,1,1,68,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),24.0,1664.3
5222-imukt,0,m,0,0,0,32,1,0,fiber optic,0,0,0,0,1,1,month,0,electronic check,91.05,2871.5
5222-jcxzt,0,m,0,0,0,4,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.0,78.9
5223-uzavk,0,m,0,0,0,64,1,0,fiber optic,1,1,0,0,1,1,one year,1,credit card (automatic),100.3,6603.8
5226-nozfc,0,m,0,0,0,26,1,0,fiber optic,0,1,0,0,1,0,month,1,electronic check,85.75,2146.5
5227-jscfe,0,m,1,1,0,71,0,0,dsl,1,1,1,1,0,0,two year,0,credit card (automatic),46.35,3353.4
5228-excet,1,m,0,0,0,13,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,80.85,1008.7
5229-dtfyb,0,f,0,0,0,41,1,0,fiber optic,0,1,0,1,1,1,two year,1,bank transfer (automatic),98.8,3959.15
5229-prwkt,1,m,0,0,0,8,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,86.55,649.65
5231-fiqpa,0,f,0,0,0,41,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.85,810.45
5232-nxpay,0,f,0,0,0,47,1,0,dsl,0,0,1,1,1,1,two year,0,mailed check,74.45,3510.3
5233-aozuf,0,f,0,1,0,29,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.95,2149.05
5233-geeax,1,m,1,0,0,8,0,0,dsl,0,0,1,0,0,0,month,1,electronic check,29.4,221.9
5235-xatix,,m,0,0,1,22,1,0,fiber optic,0,1,1,0,1,0,month,1,electronic check,89.4,2001.5
5236-perkl,1,f,0,0,0,57,1,1,fiber optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),112.95,6465.0
5236-xmzjy,0,f,0,0,0,42,1,0,dsl,1,1,1,0,0,0,month,0,bank transfer (automatic),59.65,2536.55
5240-caoyt,0,f,0,0,0,57,1,1,fiber optic,1,1,0,1,0,0,month,1,bank transfer (automatic),87.55,4884.85
5240-ijoqt,1,m,1,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.7,74.7
5242-uowhd,0,m,0,1,1,45,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.35,929.2
5243-nieit,,m,0,1,0,14,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,85.15,1139.2
5243-saotc,0,m,0,0,0,54,1,1,fiber optic,0,1,0,0,0,0,month,1,bank transfer (automatic),79.85,4308.25
5244-irfih,1,m,1,1,0,33,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,94.5,3105.55
5245-vdbur,0,f,0,1,0,52,0,0,dsl,1,0,1,0,0,0,one year,0,mailed check,35.45,1958.95
5248-kwlar,0,m,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two year,0,electronic check,90.35,6325.25
5248-rpyww,0,f,1,1,1,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),90.15,6716.45
5248-ygijn,0,m,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),90.25,6369.45
5249-qyhex,0,f,0,1,1,40,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.8,1024.7
5256-skjgo,0,f,0,1,1,64,0,0,dsl,0,1,0,1,1,1,two year,1,electronic check,54.6,3423.5
5260-umpwx,0,f,0,1,1,26,1,0,no,0,0,0,0,0,0,month,1,credit card (automatic),20.25,493.95
5261-qshqm,1,f,0,0,0,4,0,0,dsl,0,0,0,0,0,0,month,1,electronic check,24.45,86.6
5264-iwhmu,,m,0,0,0,1,1,0,dsl,0,0,0,1,0,0,month,0,mailed check,49.05,49.05
5266-pfrqk,0,m,0,1,1,52,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),20.85,1071.6
5268-dsmnq,0,f,1,1,0,62,1,1,fiber optic,0,1,1,0,1,0,one year,1,credit card (automatic),97.95,5936.55
5269-nrgdp,0,m,0,1,1,42,1,0,dsl,0,0,1,1,1,1,one year,0,electronic check,73.15,3088.25
5271-dbysj,0,m,1,0,0,11,1,0,fiber optic,0,0,0,0,0,1,month,1,credit card (automatic),79.15,827.7
5271-ynwvr,1,m,0,1,1,68,1,1,fiber optic,1,1,1,1,1,1,two year,1,electronic check,113.15,7856.0
5274-xhaky,0,f,0,1,1,41,1,1,fiber optic,1,1,0,0,1,0,month,1,bank transfer (automatic),94.3,3893.6
5275-pmfut,0,m,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),64.8,4719.75
5275-sqeiz,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month,1,mailed check,80.85,80.85
5276-kqwhg,1,f,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,69.6,131.65
5277-zloor,1,f,1,0,0,2,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,85.55,187.45
5278-pnyox,0,f,0,0,0,49,1,0,fiber optic,0,0,1,1,1,1,two year,0,credit card (automatic),100.65,4917.75
5281-buzgt,1,m,1,0,0,36,1,1,fiber optic,1,0,0,0,1,0,month,1,electronic check,90.85,3186.7
5285-mvehd,0,f,0,1,0,56,1,0,fiber optic,1,1,1,0,1,1,one year,1,credit card (automatic),105.6,6068.65
5285-twcnp,,f,1,0,0,70,1,1,dsl,0,1,1,1,1,0,two year,1,bank transfer (automatic),75.5,5212.65
5286-yhcvc,0,m,0,1,0,72,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),104.8,7470.1
5287-qwlky,1,m,1,1,1,71,1,1,fiber optic,1,1,0,0,1,1,month,1,credit card (automatic),105.1,7548.1
5288-ahoup,0,m,1,0,0,11,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,78.5,874.2
5293-wxjak,1,f,1,1,0,11,1,1,fiber optic,0,0,1,1,1,1,month,1,bank transfer (automatic),104.05,1133.65
5294-cdgwy,1,m,0,1,1,51,0,0,dsl,1,1,1,0,1,1,one year,0,electronic check,59.3,3014.65
5294-dmsfh,0,f,0,1,1,29,1,0,fiber optic,0,0,0,0,1,1,month,1,credit card (automatic),87.8,2621.75
5294-imhht,0,m,0,1,0,53,1,1,fiber optic,0,1,0,1,0,1,one year,0,bank transfer (automatic),97.75,5043.2
5295-pcjoo,1,m,0,0,1,4,1,0,dsl,1,0,0,0,0,0,month,1,electronic check,49.4,184.4
5296-bfcyd,0,m,0,1,1,46,1,0,no,0,0,0,0,0,0,two year,1,mailed check,20.1,936.85
5296-psyvw,0,f,0,1,0,72,1,1,no,0,0,0,0,0,0,two year,0,electronic check,24.55,1750.7
5297-mdoir,0,f,0,1,0,63,1,0,fiber optic,1,0,1,0,0,0,one year,1,credit card (automatic),81.15,5224.5
5298-gstlm,0,f,1,0,0,60,1,1,fiber optic,1,0,0,0,1,1,one year,1,bank transfer (automatic),101.4,6176.6
5299-ruloa,1,f,0,1,1,10,1,1,fiber optic,1,0,0,0,1,1,month,1,electronic check,100.25,1064.65
5299-sjczt,1,m,0,0,0,3,1,1,fiber optic,0,0,1,0,1,1,month,1,bank transfer (automatic),101.55,298.35
5301-gauuy,1,m,0,0,0,32,1,1,fiber optic,0,1,0,0,0,0,month,1,bank transfer (automatic),80.35,2596.15
5302-bdjnt,0,m,0,0,0,35,1,1,fiber optic,0,0,1,1,1,0,month,0,electronic check,95.5,3418.2
5304-efjlp,0,m,1,1,0,72,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),111.65,8022.85
5306-bvtkj,0,m,0,1,1,48,1,0,dsl,0,1,1,0,0,0,one year,1,credit card (automatic),55.8,2651.2
5307-dzcvc,1,f,1,1,0,32,1,1,fiber optic,0,0,0,0,1,0,month,1,credit card (automatic),85.95,2628.6
5307-uvgnb,0,f,0,1,1,53,0,0,dsl,1,1,1,0,0,1,month,1,bank transfer (automatic),48.7,2495.2
5309-taikl,0,f,0,0,0,7,1,0,dsl,0,0,1,1,0,1,month,0,bank transfer (automatic),62.8,418.3
5310-noova,0,m,0,0,0,46,1,0,no,0,0,0,0,0,0,two year,0,electronic check,19.95,907.05
5311-ihlei,0,m,0,0,0,12,0,0,dsl,1,1,0,1,1,0,month,1,bank transfer (automatic),50.95,605.75
5312-ircfr,0,f,0,1,1,64,1,1,fiber optic,0,1,1,0,0,1,one year,1,electronic check,92.85,5980.75
5312-tszvc,0,f,0,0,1,15,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.65,270.6
5312-uxesg,0,f,0,0,0,41,1,1,fiber optic,0,0,1,0,1,1,month,0,bank transfer (automatic),98.05,3990.6
5313-fpxwg,0,m,0,0,0,51,1,1,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),24.6,1266.4
5315-ckeqk,0,m,1,1,1,28,1,1,dsl,0,0,0,0,0,0,one year,1,electronic check,51.0,1381.8
5317-flpjf,0,f,0,0,0,66,0,0,dsl,1,0,1,1,1,1,two year,1,bank transfer (automatic),61.35,4193.4
5318-ixuzf,1,f,0,0,0,2,1,0,fiber optic,0,1,0,0,1,0,month,1,bank transfer (automatic),87.15,183.75
5318-ykdpv,0,m,0,1,1,43,1,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),79.15,3566.6
5320-brkgk,0,f,0,1,1,58,1,1,dsl,1,0,1,1,1,0,two year,0,mailed check,75.8,4415.75
5321-ntrkc,0,m,0,1,1,66,1,1,dsl,0,1,1,0,1,1,two year,0,bank transfer (automatic),79.85,5234.95
5322-teujk,0,f,0,1,1,71,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),114.6,8100.25
5322-zsmzy,0,m,0,1,1,31,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.75,755.6
5324-ktgcg,0,m,0,1,0,71,1,0,no,0,0,0,0,0,0,one year,0,electronic check,20.85,1539.75
5325-uwtwj,0,m,0,1,0,31,1,1,fiber optic,1,1,0,1,0,0,month,1,credit card (automatic),90.55,2929.75
5327-cnluq,0,m,0,1,0,48,1,1,fiber optic,1,1,1,0,1,0,two year,1,bank transfer (automatic),96.9,4473.45
5327-xokky,0,m,1,1,0,72,1,1,dsl,0,0,1,0,1,1,two year,1,credit card (automatic),73.45,5329.0
5329-krdtm,0,m,1,1,0,72,1,1,dsl,0,1,1,1,1,0,two year,0,credit card (automatic),77.35,5396.25
5331-rgmtt,0,m,1,1,0,54,1,1,fiber optic,0,0,1,0,1,1,month,1,credit card (automatic),99.05,5295.7
5332-ujjbl,,m,0,0,0,4,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.0,73.45
5334-afqjb,0,m,1,0,0,72,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.1,1789.9
5334-jlaxu,0,f,0,1,0,60,1,1,fiber optic,1,1,0,0,0,1,month,1,credit card (automatic),94.1,5475.9
5336-ufnzp,0,f,1,1,1,65,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,107.45,7047.5
5337-iiwkz,0,m,0,1,1,34,0,0,dsl,0,0,1,1,1,0,month,1,electronic check,44.85,1442.6
5338-yhwyt,0,m,0,0,1,37,1,0,dsl,1,1,0,1,0,0,two year,0,credit card (automatic),61.45,2302.35
5339-pxdvh,0,m,0,0,0,4,1,1,fiber optic,1,0,0,0,1,0,month,0,electronic check,90.65,367.95
5339-tjfek,0,m,0,1,1,62,1,1,fiber optic,1,1,0,0,1,1,month,1,electronic check,105.5,6487.2
5343-sgubi,0,f,0,0,0,52,1,1,fiber optic,0,1,0,0,0,0,one year,1,mailed check,80.2,4297.6
5345-bmkwb,0,m,0,1,0,8,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.25,158.35
5346-bzchp,0,f,0,1,1,69,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.4,1346.2
5348-cagxb,0,m,0,0,0,12,1,1,fiber optic,0,0,1,0,1,0,month,1,electronic check,89.55,1021.75
5349-azpew,0,f,0,1,1,5,0,0,dsl,0,0,0,0,0,0,month,0,mailed check,25.05,125.5
5349-iecld,1,m,0,0,0,2,1,0,fiber optic,0,0,1,0,1,1,month,0,electronic check,94.95,178.1
5351-qesio,0,m,0,0,1,1,0,0,dsl,0,0,0,0,0,0,month,0,mailed check,24.2,24.2
5353-wilci,0,f,0,0,0,28,1,0,dsl,1,1,0,0,0,0,month,0,electronic check,56.05,1522.65
5356-csvsq,0,f,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month,0,electronic check,64.6,174.2
5356-kzckt,0,m,0,0,0,58,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),24.45,1513.6
5356-rhipp,1,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,1,mailed check,20.2,20.2
5357-tzhpp,1,m,1,0,0,9,1,1,fiber optic,0,0,0,0,0,1,month,1,credit card (automatic),84.4,732.5
5360-ljcnj,0,f,0,1,0,71,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),105.15,7555.0
5360-xgyaz,0,m,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),65.65,4664.5
5364-evnib,1,m,0,0,0,13,1,0,fiber optic,0,1,1,0,0,0,month,1,electronic check,79.8,973.45
5364-xyirr,1,m,0,1,0,51,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,94.65,4812.75
5365-fjkgq,,m,0,0,0,25,1,0,fiber optic,0,0,0,0,0,0,month,0,mailed check,70.95,1767.35
5365-llfyv,0,f,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,45.85,105.6
5366-ijeqj,1,m,0,0,0,20,1,1,fiber optic,0,0,1,0,1,0,month,1,electronic check,88.7,1761.45
5366-obvmr,0,f,0,1,0,18,1,0,dsl,0,0,0,1,0,0,month,1,mailed check,50.3,908.75
5370-iivvl,0,m,0,0,0,37,1,1,fiber optic,0,1,0,1,1,1,one year,1,credit card (automatic),104.5,3778.0
5371-vylsx,0,f,1,0,0,50,1,1,fiber optic,1,1,0,0,0,0,month,1,electronic check,83.4,4113.7
5372-fbkbn,0,f,0,0,1,21,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.75,452.2
5373-sfodm,1,m,1,1,0,36,1,1,fiber optic,0,0,0,0,0,1,month,1,credit card (automatic),85.25,3132.75
5375-xldof,0,m,0,1,1,69,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),114.35,7665.8
5376-deqcp,1,f,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.6,70.6
5376-pcknb,0,m,0,1,1,72,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),104.45,7459.0
5377-ndtou,0,f,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two year,0,mailed check,91.05,6293.75
5378-ikeeg,1,f,0,0,0,1,0,0,dsl,0,0,0,0,1,0,month,1,electronic check,35.75,35.75
5380-afssk,1,f,0,0,0,5,1,1,fiber optic,0,0,0,0,1,1,month,1,mailed check,93.9,486.85
5380-wjkov,1,m,0,0,0,34,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,106.35,3549.25
5380-xpjnz,0,f,0,0,0,38,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.05,678.2
5382-soyzl,0,m,0,0,0,22,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,95.1,2162.6
5382-temlv,0,m,0,0,0,45,1,0,dsl,1,0,0,0,0,0,month,1,bank transfer (automatic),50.9,2298.55
5383-mmtwc,1,f,1,1,0,8,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,84.0,613.4
5384-zttwp,0,f,0,1,1,15,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.8,272.95
5385-suiri,1,m,1,1,0,52,1,1,fiber optic,1,0,1,0,1,1,month,1,electronic check,104.2,5568.35
5386-thslq,0,f,1,1,0,66,0,0,dsl,0,1,1,0,1,0,one year,0,bank transfer (automatic),45.55,3027.25
5387-asznz,0,f,1,0,0,66,1,1,dsl,1,1,0,1,0,0,one year,1,credit card (automatic),63.85,4174.35
5389-ffvkb,1,m,1,1,0,32,1,0,fiber optic,0,0,0,0,0,1,month,1,credit card (automatic),80.3,2483.05
5392-akemh,0,f,0,0,0,12,1,0,dsl,0,0,0,0,0,0,month,1,electronic check,45.05,523.1
5393-hjzsm,0,f,0,1,1,32,1,0,dsl,1,1,1,1,0,1,month,0,bank transfer (automatic),76.3,2404.15
5393-rxqsz,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month,0,electronic check,79.6,79.6
5394-meitz,0,f,0,1,1,60,1,0,dsl,0,1,1,1,1,1,two year,1,bank transfer (automatic),80.6,4946.7
5394-svgjv,1,m,0,0,0,37,1,1,fiber optic,0,0,0,1,1,1,month,0,bank transfer (automatic),98.8,3475.55
5396-izepb,0,m,0,0,0,9,1,0,no,0,0,0,0,0,0,month,0,credit card (automatic),19.7,180.7
5397-nskqg,0,m,0,1,1,67,0,0,dsl,1,0,0,0,1,1,two year,0,credit card (automatic),50.9,3281.65
5397-tupsh,0,m,1,1,0,65,1,0,fiber optic,0,0,0,0,0,0,one year,1,bank transfer (automatic),70.95,4555.2
5399-zimkf,0,m,0,0,0,5,1,0,fiber optic,0,1,0,0,0,0,month,1,electronic check,74.65,383.65
5402-htotq,0,m,0,0,0,16,1,1,dsl,0,1,0,0,0,0,month,0,electronic check,55.3,875.35
5404-ggukr,0,m,0,0,0,5,1,0,dsl,0,1,0,0,0,0,month,1,electronic check,51.35,262.3
5405-zmyxq,0,f,0,0,0,8,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),74.6,548.9
5406-kgrmx,0,f,0,0,0,71,1,1,no,0,0,0,0,0,0,two year,0,electronic check,24.55,1719.15
5414-ofqcb,0,m,0,0,0,57,1,1,fiber optic,0,0,0,1,1,0,two year,1,credit card (automatic),90.45,5229.8
5419-conwx,1,f,1,0,0,4,1,0,fiber optic,0,1,1,0,1,1,month,1,credit card (automatic),99.8,442.85
5419-jkznq,0,m,1,1,0,30,1,1,fiber optic,0,0,0,0,0,0,month,0,mailed check,77.9,2351.45
5419-jprrn,1,m,0,0,0,1,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,101.45,101.45
5419-klxbn,1,f,0,1,1,25,1,0,fiber optic,0,1,1,0,1,0,month,1,bank transfer (automatic),89.15,2257.75
5423-bhixo,0,f,0,0,0,32,1,1,dsl,0,1,0,0,0,0,month,1,electronic check,54.2,1739.6
5424-rlqlc,0,m,0,0,0,10,1,0,dsl,0,1,0,0,1,0,month,1,mailed check,59.65,638.95
5425-gqttt,,m,0,1,1,68,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),24.0,1664.3
5429-lwcmv,0,f,0,0,0,12,1,1,fiber optic,0,1,0,0,0,1,month,1,electronic check,89.15,1057.55
5433-kyghe,0,f,0,0,1,14,1,1,fiber optic,1,0,0,1,0,0,month,1,mailed check,86.0,1164.05
5438-qmddl,0,f,0,1,0,19,1,0,dsl,0,1,0,0,0,1,month,1,mailed check,59.8,1130.85
5439-wikxb,0,m,1,1,0,41,1,0,fiber optic,0,1,0,0,1,1,month,1,electronic check,94.55,3851.45
5440-flbqg,1,m,1,1,0,69,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),108.4,7318.2
5440-vhlul,0,m,0,0,0,69,1,1,fiber optic,0,1,0,1,1,1,one year,1,bank transfer (automatic),105.2,7386.05
