,customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total
3106,4324-ahjks,0,f,0,0,0,5,1,0,dsl,1,0,1,0,0,0,month,0,credit card (automatic),55.8,300.4
3107,4324-bzckl,0,f,0,1,1,10,1,0,dsl,0,1,1,0,0,0,month,1,mailed check,55.55,551.3
3108,4325-nfskc,1,m,1,0,0,19,1,1,fiber optic,1,0,0,0,1,0,month,1,electronic check,90.6,1660.0
3109,4328-vufwd,0,f,0,0,0,39,1,0,dsl,0,0,0,1,0,1,one year,0,electronic check,59.3,2209.15
3110,4329-ypddq,0,m,0,0,0,20,1,0,fiber optic,1,1,1,1,1,1,month,1,bank transfer (automatic),108.2,2203.7
3111,4332-muoez,0,m,1,1,1,20,1,0,fiber optic,1,0,1,1,0,1,one year,0,credit card (automatic),94.3,1818.3
3112,4334-howrp,0,m,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),64.95,4546.0
3113,4335-bsmjs,0,f,0,0,0,62,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.8,1563.95
3114,4335-upjsi,0,f,0,0,1,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.75,498.1
3115,4338-eycer,0,m,0,1,0,21,1,0,dsl,0,0,0,0,1,0,month,0,bank transfer (automatic),54.6,1125.2
3116,4342-hentk,1,f,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.65,142.35
3117,4342-hfxws,0,f,0,1,1,48,1,0,dsl,1,0,1,1,1,0,one year,0,bank transfer (automatic),69.7,3023.65
3118,4343-ejvqb,0,m,0,0,0,7,1,0,fiber optic,1,0,0,0,0,0,month,0,mailed check,74.35,533.6
3119,4349-gfqhk,1,m,0,0,0,1,1,1,dsl,0,0,1,0,0,0,month,0,electronic check,54.35,54.35
3120,4350-ztlpi,0,f,0,1,0,53,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),108.95,5718.2
3121,4351-qlcsu,1,f,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month,1,credit card (automatic),55.0,55.0
3122,4353-hyojd,0,f,0,1,1,27,1,0,dsl,0,1,0,0,0,0,month,0,mailed check,49.85,1336.15
3123,4355-cvpvs,0,f,0,1,1,56,1,0,fiber optic,0,0,0,0,1,1,one year,0,bank transfer (automatic),88.9,4968.0
3124,4355-hbjhh,1,m,0,1,1,67,1,1,dsl,1,0,1,0,1,1,two year,1,electronic check,79.7,5293.4
3125,4359-innwn,0,f,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),20.05,337.9
3126,4360-pnrqb,0,m,0,0,0,18,1,1,fiber optic,0,0,0,0,0,0,month,1,bank transfer (automatic),75.6,1395.05
3127,4360-qrave,0,m,1,0,0,37,0,0,dsl,0,1,1,0,0,0,month,0,electronic check,36.65,1315.0
3128,4361-bkaxe,1,f,0,0,0,41,1,1,fiber optic,1,1,1,1,1,1,month,1,bank transfer (automatic),114.5,4527.45
3129,4361-febgn,0,m,0,0,0,48,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.15,982.95
3130,4361-jeivl,1,m,0,0,1,1,1,0,dsl,0,0,0,0,0,0,month,1,electronic check,44.4,44.4
3131,4365-msdyn,0,m,0,1,0,8,1,0,no,0,0,0,0,0,0,month,1,bank transfer (automatic),19.55,161.15
3132,4366-ctouz,0,f,0,0,0,50,1,0,fiber optic,0,1,0,1,1,1,two year,1,mailed check,100.2,5038.45
3133,4367-nhwmm,0,f,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month,1,mailed check,24.9,24.9
3134,4367-nuyao,0,m,0,1,1,0,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.75,
3135,4369-htuif,1,m,1,0,0,6,1,0,fiber optic,1,0,0,0,1,0,month,1,bank transfer (automatic),85.15,503.6
3136,4369-nyscf,0,m,0,0,0,56,1,0,dsl,0,1,0,1,1,1,one year,1,bank transfer (automatic),75.75,4284.65
3137,4373-mavjg,1,f,0,1,1,14,1,1,fiber optic,0,1,0,0,0,1,month,1,bank transfer (automatic),90.9,1259.0
3138,4373-vvhql,0,m,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month,1,electronic check,44.75,44.75
3139,4374-ymusq,0,m,0,0,0,34,1,1,fiber optic,1,1,1,1,1,1,one year,0,credit card (automatic),116.25,3899.05
3140,4376-kfvrs,0,m,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),114.05,8468.2
3141,4377-vdhyi,0,m,0,1,1,32,1,0,fiber optic,1,1,0,0,0,1,one year,1,electronic check,90.8,3023.85
3142,4378-bzyfp,0,m,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.5,365.8
3143,4378-mypgo,0,m,0,1,1,68,1,0,fiber optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),105.25,7173.15
3144,4381-mhqdc,0,f,0,0,0,47,1,1,dsl,1,0,1,1,0,0,two year,1,mailed check,65.0,2879.9
3145,4385-gzqxv,1,f,1,0,0,16,1,0,fiber optic,0,0,0,1,1,1,month,1,electronic check,94.45,1511.2
3146,4385-zkvnw,0,m,0,1,1,44,1,0,dsl,0,1,0,1,0,0,month,1,bank transfer (automatic),54.9,2549.1
3147,4389-uefcz,0,f,0,1,0,72,1,1,fiber optic,1,0,1,0,1,1,two year,1,electronic check,105.5,7544.0
3148,4390-kyulv,1,m,0,1,0,3,1,0,no,0,0,0,0,0,0,month,1,credit card (automatic),20.55,51.15
3149,4391-lnrxk,0,m,0,0,0,22,1,0,fiber optic,0,1,1,1,0,1,month,1,bank transfer (automatic),94.95,2142.8
3150,4391-reshn,1,m,0,0,0,23,1,1,fiber optic,0,0,1,1,1,1,month,1,mailed check,104.05,2470.1
3151,4393-geadv,0,m,0,1,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),114.75,7842.3
3152,4393-obcrr,0,f,0,0,0,3,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.25,71.2
3153,4393-rycre,0,m,0,0,0,44,1,0,fiber optic,1,1,1,0,1,1,one year,1,electronic check,106.05,4510.8
3154,4395-pzmsn,0,m,1,0,0,5,1,0,fiber optic,0,1,0,0,0,1,month,1,electronic check,85.55,408.5
3155,4396-klseh,0,m,0,0,0,4,1,0,no,0,0,0,0,0,0,month,1,electronic check,19.85,63.0
3156,4397-frlta,0,f,0,0,0,4,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.15,84.5
3157,4398-hscjh,1,f,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month,1,electronic check,63.6,155.65
3158,4402-ftbxc,0,m,0,0,0,54,1,0,fiber optic,1,0,1,0,1,0,month,0,mailed check,89.8,4667.0
3159,4403-bwpay,0,m,0,0,0,14,1,1,no,0,0,0,0,0,0,one year,1,credit card (automatic),24.8,321.7
3160,4404-hibdj,1,f,0,0,0,25,1,0,dsl,1,1,1,1,1,0,one year,0,mailed check,74.3,1863.8
3161,4412-yltkf,1,f,1,0,0,27,1,1,fiber optic,0,0,1,0,0,0,month,1,electronic check,78.05,2135.5
3162,4415-ijztp,1,f,0,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.5,74.5
3163,4415-wngvr,0,f,1,1,0,12,1,0,dsl,1,0,1,1,1,1,one year,1,electronic check,79.2,943.85
3164,4418-lzmsv,0,m,0,1,1,13,1,0,dsl,0,1,1,1,0,0,month,0,bank transfer (automatic),61.8,750.1
3165,4419-ujmus,0,m,0,1,1,69,1,1,fiber optic,0,0,0,1,1,1,two year,1,electronic check,99.35,6856.45
3166,4422-qvija,0,f,0,0,1,35,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,50.15,1655.35
3167,4423-jwzjn,0,m,0,1,1,64,1,1,fiber optic,0,0,1,0,0,1,one year,0,credit card (automatic),90.25,5629.15
3168,4423-ylhdv,1,f,0,1,0,21,1,1,fiber optic,1,0,1,0,1,1,month,1,bank transfer (automatic),104.4,2200.25
3169,4424-tkopw,1,m,1,0,0,2,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,93.85,196.75
3170,4425-owhwb,0,f,0,0,0,20,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),19.35,433.75
3171,4429-wygfr,0,m,0,0,0,26,1,0,dsl,0,0,0,1,0,0,month,0,bank transfer (automatic),49.15,1237.3
3172,4430-uzipo,1,m,0,0,0,3,0,0,dsl,0,1,0,1,0,0,month,1,mailed check,36.85,108.7
3173,4430-yhxgg,0,f,0,0,1,4,1,1,no,0,0,0,0,0,0,month,1,mailed check,25.45,84.2
3174,4431-edmiq,0,f,0,1,1,7,1,0,dsl,1,1,1,1,1,0,month,1,electronic check,75.7,554.05
3175,4432-adrlb,1,m,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month,0,mailed check,44.65,74.9
3176,4433-jcgcg,1,m,1,1,0,46,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,101.0,4680.05
3177,4438-ggywl,,m,0,1,1,62,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),115.55,7159.05
3178,4439-jmpmt,1,f,0,1,1,5,1,0,fiber optic,0,0,0,1,1,0,month,1,electronic check,85.75,470.95
3179,4439-yrnvd,0,f,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month,0,electronic check,36.25,374.0
3180,4441-nihpt,1,f,1,0,0,13,1,0,fiber optic,0,0,1,0,0,0,month,1,electronic check,74.3,940.35
3181,4443-embna,0,f,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),24.75,1836.9
3182,4445-kwokw,0,f,0,0,0,42,1,1,dsl,1,1,0,0,0,0,one year,1,bank transfer (automatic),60.15,2421.6
3183,4445-zjnmu,0,m,0,0,0,9,1,1,fiber optic,0,1,0,0,1,1,month,1,credit card (automatic),99.3,918.75
3184,4446-bzkhu,1,m,0,1,0,61,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,105.55,6281.45
3185,4450-dllmh,0,m,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),71.3,157.75
3186,4450-mdzfx,0,m,0,1,1,60,1,1,fiber optic,0,0,0,0,0,0,month,0,bank transfer (automatic),74.35,4453.3
3187,4450-yoohp,0,f,0,0,0,39,0,0,dsl,0,0,1,0,1,1,month,1,credit card (automatic),50.65,1905.4
3188,4451-rwasj,0,m,0,1,1,15,1,0,no,0,0,0,0,0,0,one year,1,mailed check,19.5,239.75
3189,4452-qiieb,0,m,0,0,0,7,1,0,dsl,0,0,0,0,0,0,month,0,mailed check,43.9,278.4
3190,4452-rohmo,0,f,0,0,0,15,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.6,331.6
3191,4455-bfspd,0,f,0,1,0,61,1,1,fiber optic,0,0,0,1,1,1,one year,0,bank transfer (automatic),101.15,6383.9
3192,4456-rhsnb,0,f,0,1,1,19,1,0,dsl,0,0,1,0,0,0,month,1,bank transfer (automatic),49.6,962.9
3193,4458-kvrbj,0,m,0,0,0,59,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.0,1510.5
3194,4459-bbghe,0,m,0,0,1,30,0,0,dsl,0,0,0,0,1,1,month,1,electronic check,44.5,1307.8
3195,4462-cywmh,0,m,1,1,0,62,1,1,fiber optic,0,1,0,0,0,1,month,1,bank transfer (automatic),89.8,5629.55
3196,4464-jcoln,1,m,0,1,1,2,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.85,35.9
3197,4465-vdkiq,0,f,0,0,0,18,1,0,fiber optic,0,1,1,0,0,0,month,0,electronic check,77.8,1358.6
3198,4468-kazhe,0,f,1,1,0,20,1,0,dsl,0,1,0,0,0,1,month,1,electronic check,60.0,1259.35
3199,4468-mldth,,m,0,0,0,4,1,0,dsl,0,0,0,1,1,0,month,1,electronic check,61.3,249.4
3200,4468-ydovk,0,m,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month,1,bank transfer (automatic),48.65,235.2
3201,4471-kxauh,1,f,0,1,0,42,1,1,fiber optic,0,0,1,1,0,0,month,1,electronic check,84.3,3588.4
3202,4471-oiidg,,f,0,0,0,10,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,100.6,1060.2
3203,4472-lvygi,0,f,0,1,1,0,0,0,dsl,1,0,1,1,1,0,two year,1,bank transfer (automatic),52.55,
3204,4472-vesgy,0,f,0,1,1,52,1,1,fiber optic,1,1,1,0,0,1,month,0,bank transfer (automatic),98.15,4993.4
3205,4475-nvtlu,0,m,0,1,1,45,1,0,no,0,0,0,0,0,0,two year,0,electronic check,19.2,903.7
3206,4476-oswtn,0,m,1,1,0,69,1,1,fiber optic,1,0,1,1,1,1,one year,1,mailed check,110.55,7610.1
3207,4477-qaxwd,,m,0,1,0,25,0,0,dsl,0,0,1,0,1,0,one year,1,credit card (automatic),38.1,970.4
3208,4480-mbmlb,0,f,0,0,0,36,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),104.8,3886.45
3209,4480-qqrhc,0,f,1,0,0,8,1,0,fiber optic,0,0,1,0,0,0,month,1,bank transfer (automatic),74.05,600.15
3210,4482-ewfmi,0,f,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,69.7,135.2
3211,4482-ftffx,0,m,0,0,0,5,1,0,dsl,0,0,1,1,0,0,month,0,electronic check,56.15,291.45
3212,4484-cgxfk,1,f,0,0,0,3,1,0,dsl,0,0,0,0,0,1,month,1,electronic check,55.3,196.15
3213,4484-glzou,1,f,0,1,0,52,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,105.05,5624.85
3214,4486-efaeb,0,m,0,0,0,13,1,0,no,0,0,0,0,0,0,month,1,electronic check,20.4,251.65
3215,4487-zyjzk,0,f,0,1,1,38,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.6,763.1
3216,4488-kqfdt,0,f,0,0,0,61,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,103.95,6423.0
3217,4488-psycg,1,m,0,0,0,16,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),20.25,327.45
3218,4489-snojf,1,f,0,1,1,35,1,1,dsl,1,0,1,1,1,0,month,0,electronic check,72.25,2568.55
3219,4495-lhssk,0,f,0,0,1,18,1,1,dsl,1,0,0,0,0,0,month,0,mailed check,57.65,992.7
3220,4498-wrajx,,m,1,1,1,71,1,1,fiber optic,1,1,0,0,1,1,month,1,credit card (automatic),105.1,7548.1
3221,4500-hkann,0,m,0,1,1,23,1,1,dsl,0,1,0,1,0,0,two year,0,mailed check,59.7,1414.2
3222,4501-eqdrn,1,f,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,0,bank transfer (automatic),69.7,69.7
3223,4501-uykbc,0,f,1,0,0,46,1,1,dsl,0,0,1,1,0,1,one year,1,credit card (automatic),69.1,3255.35
3224,4501-vcpfk,0,m,0,0,0,26,0,0,dsl,0,0,1,1,0,0,month,0,electronic check,35.75,1022.5
3225,4503-bdxbd,1,m,0,0,0,11,1,0,fiber optic,0,1,0,0,0,0,month,0,electronic check,74.95,815.5
3226,4504-youla,0,f,0,1,1,35,1,1,dsl,1,1,0,0,0,0,month,1,credit card (automatic),59.45,2136.9
3227,4505-exzhb,1,f,1,0,0,6,1,0,fiber optic,0,0,1,0,0,0,month,0,electronic check,74.4,434.1
3228,4508-oebey,0,m,0,1,0,31,1,0,dsl,1,1,1,1,0,1,one year,1,credit card (automatic),75.5,2424.45
3229,4510-himlv,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,69.8,69.8
3230,4510-pyush,1,f,1,0,0,38,1,0,dsl,1,1,0,0,0,0,month,1,credit card (automatic),57.15,2250.65
3231,4512-zuiyl,1,f,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,0,bank transfer (automatic),70.0,153.05
3232,4513-cxyix,0,f,1,1,0,71,1,1,fiber optic,1,0,0,0,0,0,two year,1,credit card (automatic),80.7,5676.0
3233,4514-gfcfi,1,f,1,0,0,16,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,84.75,1350.15
3234,4518-fzbsx,0,m,0,1,1,42,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.25,854.9
3235,4521-wfjai,0,m,0,0,0,56,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),25.95,1444.05
3236,4521-yeehe,0,f,0,1,0,18,1,1,fiber optic,0,0,0,1,1,0,month,1,electronic check,88.85,1594.75
3237,4522-akylr,0,f,1,0,0,13,1,0,dsl,0,1,1,0,0,0,month,1,electronic check,54.8,731.3
3238,4522-xrwwi,0,m,0,1,0,42,1,1,dsl,1,0,0,1,1,1,one year,0,credit card (automatic),80.45,3375.9
3239,4523-wxcef,1,f,0,1,0,59,1,1,fiber optic,0,1,0,0,1,1,month,0,electronic check,101.1,6039.9
3240,4524-qcssm,0,m,0,0,0,26,0,0,dsl,1,1,0,0,0,1,month,1,bank transfer (automatic),44.65,1156.55
3241,4525-vzczg,0,m,0,0,1,54,1,0,fiber optic,1,1,0,1,1,1,one year,1,electronic check,105.85,5826.65
3242,4526-exkkn,0,m,0,0,0,40,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.6,973.95
3243,4526-rmtll,0,m,0,1,1,8,1,1,dsl,1,1,0,1,0,1,two year,1,credit card (automatic),76.15,645.8
3244,4526-zjjtm,0,f,1,1,0,25,1,0,fiber optic,0,1,1,0,0,1,month,0,bank transfer (automatic),88.4,2191.15
3245,4529-ckbcl,1,f,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month,1,electronic check,80.2,146.05
3246,4530-ndrku,0,f,0,1,1,42,1,0,no,0,0,0,0,0,0,one year,1,electronic check,19.05,761.85
3247,4531-auznk,0,f,0,1,1,51,1,1,fiber optic,1,0,0,1,1,0,one year,1,mailed check,95.15,5000.05
3248,4534-wgcir,0,f,0,1,1,58,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),25.15,1509.9
3249,4536-ipckq,,m,0,0,0,56,1,1,fiber optic,0,1,0,0,1,1,month,0,electronic check,98.6,5581.05
3250,4536-pleqy,0,m,0,1,0,12,1,0,fiber optic,0,1,0,0,0,1,month,1,credit card (automatic),85.05,999.8
3251,4537-cibhb,0,f,0,1,1,9,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.25,172.35
3252,4537-dktal,0,f,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month,0,electronic check,45.55,84.4
3253,4538-wntmj,0,f,0,1,1,46,1,1,no,0,0,0,0,0,0,one year,0,mailed check,24.95,1165.9
3254,4541-rmrlg,1,m,0,0,0,7,1,0,no,0,0,0,0,0,0,month,0,electronic check,19.25,112.3
3255,4544-rxfmg,0,m,0,1,1,8,1,0,dsl,0,0,0,0,0,0,one year,1,mailed check,43.45,345.5
3256,4546-fokwr,0,f,0,0,0,16,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),74.75,1129.35
3257,4547-fzjwe,0,m,0,1,1,55,1,0,dsl,1,0,0,0,0,1,one year,0,credit card (automatic),59.45,3157.0
3258,4547-kqrtm,1,f,0,0,0,10,1,1,fiber optic,0,1,0,0,0,0,month,1,bank transfer (automatic),80.05,830.7
3259,4547-lytdd,1,f,0,0,0,16,1,1,fiber optic,0,0,0,0,0,0,month,0,electronic check,72.65,1194.3
3260,4548-sdbke,1,f,0,0,0,5,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,85.2,474.8
3261,4549-zdqyy,0,f,0,0,0,52,1,0,dsl,1,0,1,1,0,0,one year,0,credit card (automatic),57.95,3042.25
3262,4550-evxny,1,f,0,0,1,1,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,69.65,69.65
3263,4550-vbofe,1,m,1,1,0,70,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,102.95,7101.5
3264,4553-dvpzg,0,f,0,1,0,62,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,101.35,6164.7
3265,4554-ygzih,1,m,1,1,0,49,1,1,fiber optic,0,1,0,0,0,1,month,0,credit card (automatic),90.05,4547.25
3266,4555-yigpd,,f,0,0,1,4,0,0,dsl,1,1,1,0,1,1,month,1,mailed check,57.2,223.75
3267,4558-cgycz,0,m,0,0,0,4,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.75,78.3
3268,4558-fantw,1,f,0,1,1,17,1,0,fiber optic,1,0,0,1,1,0,month,0,electronic check,91.85,1574.45
3269,4559-uwiht,0,m,0,1,0,14,1,1,fiber optic,0,1,1,0,0,0,month,1,electronic check,82.65,1185.0
3270,4560-wqaqw,0,f,0,0,0,59,1,1,dsl,1,0,0,1,0,1,one year,0,bank transfer (automatic),68.7,4070.95
3271,4565-evzmj,0,f,0,0,0,47,1,0,dsl,1,1,0,1,0,0,one year,1,mailed check,58.9,2813.05
3272,4565-nlzbv,0,f,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),24.65,1710.15
3273,4566-goluk,1,m,0,1,1,47,1,1,fiber optic,0,0,1,1,1,1,month,1,bank transfer (automatic),107.35,5118.95
3274,4566-necev,0,m,0,0,0,5,1,1,fiber optic,0,1,1,0,0,1,month,0,electronic check,96.55,500.1
3275,4566-qvrrw,1,f,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month,1,electronic check,44.05,483.7
3276,4567-akpia,0,f,0,1,1,41,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),109.1,4454.25
3277,4568-knywr,0,m,0,0,0,52,1,0,dsl,1,1,0,0,1,0,two year,1,credit card (automatic),63.25,3342.45
3278,4568-ttzrt,0,m,0,0,0,9,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.4,181.8
3279,4570-qhxhl,0,f,0,0,0,9,1,0,dsl,0,0,0,0,0,0,month,1,electronic check,43.75,405.7
3280,4572-dvcgn,1,f,0,0,0,10,1,0,fiber optic,0,0,0,0,0,1,month,1,bank transfer (automatic),80.25,846.0
3281,4573-jknae,0,m,0,0,1,12,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),19.35,212.3
3282,4576-csajh,1,m,0,0,0,22,1,0,dsl,0,1,0,1,0,0,one year,1,credit card (automatic),55.15,1193.05
3283,4578-phjyz,0,m,0,1,1,52,1,0,dsl,0,1,1,1,1,0,one year,1,electronic check,68.75,3482.85
3284,4580-tmhju,1,f,0,1,1,43,1,0,dsl,0,0,0,0,1,0,month,0,electronic check,56.15,2499.3
3285,4581-lnwum,0,f,0,0,0,13,0,0,dsl,0,0,1,0,1,1,month,0,electronic check,49.15,649.4
3286,4581-sspwd,1,f,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,75.8,246.3
3287,4583-parnh,0,m,1,1,0,16,1,0,fiber optic,0,0,1,1,0,1,month,1,electronic check,91.55,1540.05
3288,4584-lbnmk,0,m,1,1,0,45,1,1,no,0,0,0,0,0,0,one year,0,credit card (automatic),24.7,1174.35
3289,4585-hetai,1,f,0,1,1,4,1,0,fiber optic,0,0,1,0,0,0,month,1,electronic check,73.75,325.45
3290,4585-xoman,,m,1,1,0,34,1,0,fiber optic,0,0,1,0,1,0,month,1,credit card (automatic),85.2,2874.45
3291,4587-nukox,1,f,0,0,0,3,1,0,fiber optic,1,1,0,0,0,0,month,1,electronic check,79.1,246.5
3292,4587-vvtox,1,f,0,1,0,6,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,105.3,545.2
3293,4588-ybnib,1,f,0,0,0,1,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.6,19.6
3294,4589-iuajb,0,m,0,1,0,70,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),24.25,1724.15
3295,4592-iwtji,1,f,0,1,1,3,0,0,dsl,1,0,0,0,0,0,month,0,credit card (automatic),29.7,91.7
3296,4597-elfts,1,m,0,0,0,56,1,1,no,0,0,0,0,0,0,one year,0,electronic check,24.9,1334.0
3297,4597-nucqv,1,m,1,0,0,24,1,1,fiber optic,0,1,0,0,1,1,month,1,electronic check,101.25,2440.15
3298,4598-xlknj,1,f,1,1,0,25,1,0,fiber optic,0,1,1,0,1,1,month,1,electronic check,98.5,2514.5
3299,4598-zadck,0,f,0,0,0,53,0,0,dsl,1,1,1,1,1,0,one year,1,electronic check,53.6,2879.2
3300,4603-fdonu,,f,0,1,1,32,0,0,dsl,1,1,0,0,0,0,month,1,electronic check,35.15,1051.05
3301,4603-janfb,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,69.85,69.85
3302,4607-chpca,1,m,0,1,1,25,1,0,fiber optic,0,0,0,0,1,1,one year,1,electronic check,90.4,2178.6
3303,4608-lcimn,0,m,0,1,1,8,1,0,dsl,0,0,0,0,0,0,month,0,bank transfer (automatic),44.65,369.15
3304,4609-knnwg,0,f,0,1,1,27,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.9,550.1
3305,4610-wuvvt,,m,1,1,1,46,1,1,fiber optic,1,1,1,0,1,0,month,1,electronic check,100.7,4541.2
3306,4611-anlqc,0,f,0,1,0,60,0,0,dsl,1,1,1,0,0,1,one year,0,electronic check,50.05,2911.5
3307,4612-ssvhj,0,f,1,0,0,20,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,81.45,1671.6
3308,4612-thjbs,1,f,1,0,0,56,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),104.75,5510.65
3309,4614-nuvzd,1,f,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,81.1,81.1
3310,4615-pivvu,0,f,0,0,0,42,1,0,dsl,0,0,1,1,0,1,two year,0,credit card (automatic),66.5,2762.75
3311,4616-ewbnj,0,f,0,0,0,16,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),20.1,318.6
3312,4616-ulaoa,0,f,0,1,1,65,1,1,fiber optic,0,1,1,1,1,1,two year,1,credit card (automatic),110.8,7245.9
3313,4619-evphy,0,f,1,1,0,20,1,0,fiber optic,0,0,0,0,1,1,one year,1,bank transfer (automatic),91.0,1859.5
3314,4622-ynkij,0,m,0,0,0,33,1,0,fiber optic,1,0,0,1,1,0,two year,1,electronic check,88.95,3027.65
3315,4623-zkhly,0,m,0,1,0,22,1,0,no,0,0,0,0,0,0,month,1,bank transfer (automatic),20.45,471.55
3316,4625-ewptf,1,m,0,0,0,8,0,0,dsl,1,0,0,0,0,0,month,1,electronic check,30.45,226.45
3317,4625-lamob,0,m,0,0,0,44,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),20.4,905.55
3318,4625-xmoym,0,f,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),26.25,1988.05
3319,4626-gyczp,1,m,0,0,0,7,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,93.85,635.6
3320,4626-jyhay,,f,1,0,0,20,1,1,fiber optic,0,1,1,0,0,1,month,1,electronic check,94.1,1782.4
3321,4626-ozdtj,0,f,0,1,0,51,1,1,dsl,0,1,0,1,1,1,one year,1,credit card (automatic),78.65,3950.85
3322,4627-mihjh,0,f,1,0,0,69,1,1,fiber optic,1,0,1,1,1,1,two year,0,credit card (automatic),110.25,7467.55
3323,4628-cttla,1,m,0,0,0,57,0,0,dsl,0,1,0,0,1,0,month,1,electronic check,39.3,2111.45
